Symbol	Count_DE	Proportion_DE_measured	Proportion_DE_all	Count_NA	GoF_down	GoF_up	LoF_down	LoF_up	Avg_abs_FC	FC_purity	FC_signed_purity	Count_DE_mm	Count_DE_hg	Mean_bind	Proportion_binary	Curated_target	Rank_binding	Rank_perturbation	Rank_integrated
SERPINI1_Serpini1	8	0.4	0.4	0	2	11	5	1	1.1240155	0.842105263157895	0.842105263157895	4	4	0.183988906166501	0.727272727272727	FALSE	343	301	93
BTG2_Btg2	6	0.3	0.3	0	6	7	4	2	0.880229	0.578947368421053	0.578947368421053	1	5	0.25875357458698	1	TRUE	34	3101	94
ARHGAP39_Arhgap39	9	0.45	0.45	0	0	13	1	5	0.52103235	0.947368421052632	-0.947368421052632	4	5	0.15635834828753	0.696969696969697	FALSE	794	133	95
PLEKHG3_Plekhg3	9	0.45	0.45	0	6	7	2	4	0.6324965	0.578947368421053	-0.578947368421053	4	5	0.149402605119092	0.727272727272727	FALSE	991	109	96
TUBB3_Tubb3	6	0.3	0.3	0	4	9	2	4	0.835367565	0.684210526315789	-0.684210526315789	2	4	0.254600560153126	0.818181818181818	FALSE	35	3158	97
NRARP_Nrarp	8	0.4	0.4	0	3	10	3	3	0.97154905	0.684210526315789	-0.684210526315789	3	5	0.185178077264665	0.636363636363636	FALSE	328	344	98
PTPRS_Ptprs	9	0.45	0.45	0	3	10	3	3	0.352521	0.684210526315789	-0.684210526315789	3	6	0.165635748608077	0.666666666666667	FALSE	609	191	99
MAPKAPK2_Mapkapk2	9	0.45	0.45	0	4	9	5	1	0.68527345	0.736842105263158	0.736842105263158	3	6	0.142495726974594	0.878787878787879	FALSE	1200	97	100
DPYSL4_Dpysl4	8	0.4	0.4	0	4	9	3	3	0.731859595	0.631578947368421	-0.631578947368421	3	5	0.191396831343356	0.818181818181818	FALSE	266	443	101
SBK1_Sbk1	9	0.45	0.45	0	2	11	4	2	0.868774	0.789473684210526	0.789473684210526	2	7	0.13240841971949	0.575757575757576	FALSE	1594	74	102
SERINC2_Serinc2	9	0.45	0.45	0	4	9	1	5	0.6796335	0.736842105263158	-0.736842105263158	4	5	0.142070315464708	0.575757575757576	FALSE	1214	98	103
CSRP1_Csrp1	6	0.3	0.3	0	8	5	1	5	1.00115	0.684210526315789	0.684210526315789	1	5	0.248463444830723	0.878787878787879	FALSE	40	2987	104
RCOR2_Rcor2	7	0.35	0.35	0	2	11	5	1	1.23656795	0.842105263157895	0.842105263157895	2	5	0.219169978564475	0.575757575757576	FALSE	112	1084	105
RINL_Rinl	7	0.368	0.35	1	5	8	2	3	1.04725605263158	0.611111111111111	-0.611111111111111	2	5	0.220306573466499	0.848484848484849	FALSE	107	1143	106
IRF2BPL_Irf2bpl	7	0.35	0.35	0	8	5	2	4	0.5496555	0.631578947368421	0.631578947368421	2	5	0.231161213063538	0.696969696969697	FALSE	77	1612	107
ID2_Id2	7	0.35	0.35	0	5	8	4	2	0.9630335	0.631578947368421	0.631578947368421	4	3	0.221158702614314	0.727272727272727	FALSE	105	1184	108
MFNG_Mfng	6	0.3	0.3	0	3	10	4	2	1.88296065	0.736842105263158	0.736842105263158	2	4	0.244881792312979	0.818181818181818	FALSE	45	2783	109
PTGDS_Ptgds	8	0.421	0.4	1	6	7	1	4	1.60041368421053	0.611111111111111	-0.611111111111111	4	4	0.171906714431609	0.696969696969697	FALSE	491	256	110
KCNJ12_Kcnj12	8	0.4	0.4	0	1	12	3	3	1.999445	0.789473684210526	-0.789473684210526	3	5	0.17090723154891	0.606060606060606	FALSE	506	249	111
CIRBP_Cirbp	5	0.25	0.25	0	4	9	4	2	0.24951175	0.684210526315789	0.684210526315789	1	4	0.274470271413307	0.787878787878788	FALSE	17	7557	112
DLL4_Dll4	5	0.25	0.25	0	3	10	2	4	2.23466825	0.736842105263158	-0.736842105263158	1	4	0.264830917338149	0.818181818181818	TRUE	24	5507	113
HID1_Hid1	8	0.4	0.4	0	4	9	4	2	0.8612195	0.684210526315789	0.684210526315789	3	5	0.182851377331026	0.636363636363636	FALSE	356	373	114
TUBB6_Tubb6	8	0.4	0.4	0	6	7	1	5	0.662465	0.631578947368421	-0.631578947368421	2	6	0.189110200505325	0.696969696969697	FALSE	280	478	115
