Symbol	Count_DE	Proportion_DE_measured	Proportion_DE_all	Count_NA	GoF_down	GoF_up	LoF_down	LoF_up	Avg_abs_FC	FC_purity	FC_signed_purity	DE_prior_rank	Mean_bind	Proportion_binary	Bind_logFC	Bind_adj_Pval	Curated_target	Rank_binding	Rank_perturbation	Rank_integrated
NAP1L5	0	0	0	0	0	1	2	0	0.125026666666667	1	1	0.875185294989623	0.0153102656822754	0	NA	NA	FALSE	12123	8150	12378
MICB	0	0	0	1	0	1	0	1	0.1036	1	-1	0.877310010870639	0.0434943692128834	0	-0.0763468297071723	0.910484442492868	FALSE	10446	9459	12379
LMOD1	0	0	0	1	0	0	1	1	0.0237855	0.5	-0.5	0.879064136772408	0.0816276743072	0	0.0977214613703654	0.906263084615228	FALSE	5974	16540	12380
HAPLN1	0	0	0	1	0	0	2	0	0.124985	1	1	0.964349243996442	0.0153102656822754	0	NA	NA	FALSE	12123	8154	12381
OR1S2	0	0	0	1	0	0	1	1	0.12497	0.5	-0.5	0.0780956616266429	0.0153102656822754	0	NA	NA	FALSE	12123	8155	12382
PIFO	0	0	0	1	0	0	0	2	0.12495	1	-1	0.723959877458247	0.0153102656822754	0	-0.138827408824365	0.88043535198421	FALSE	12123	8157	12383
TLR4	0	0	0	0	1	0	0	2	0.124946666666667	1	1	0.9146160687815	0.0153102656822754	0	-0.213931358181865	0.878238150719247	FALSE	12123	8158	12384
ZNF649	0	0	0	0	0	1	0	2	0.11777	1	-1	0.589163949006819	0.0341829633817116	0	-0.0543157912361523	0.952049084304352	FALSE	11560	8556	12385
KLHL8	0	0	0	0	0	1	2	0	0.0488913333333333	1	1	0.307515564779128	0.0686674635198315	0	0.155823515132403	0.87254365624782	FALSE	7078	13975	12386
ERICH6	0	0	0	1	0	0	1	1	0.0729325	0.5	-0.5	0.639959482162269	0.056364559015791	0	0.00995054879461921	0.990609962158529	FALSE	8405	11769	12387
AQP5	0	0	0	1	0	0	1	1	0.02684305	0.5	-0.5	0.794816681490266	0.0803502396093862	0	-0.000227114697279873	0.99977139155629	FALSE	6096	16229	12388
SLC7A9	0	0	0	1	0	0	1	1	0.08693	0.5	-0.5	0.620491155252495	0.0506645788157831	0	-0.0183745882888824	0.978577804777899	FALSE	9293	10646	12389
PAPOLA	0	0	0	0	1	0	2	0	0.124783333333333	1	-1	0.609151101887538	0.0153102656822754	0	-0.077155945505395	0.903414485936652	FALSE	12123	8163	12390
NUP62	0	0	0	1	0	1	1	0	0.022145	1	1	0.458024508350628	0.0821772056241632	0.333333333333333	-0.0452805215051939	0.961989388680805	FALSE	5927	16697	12391
CD37	0	0	0	0	0	1	0	2	0.120541666666667	1	-1	0.846674572586224	0.0323456010938631	0	-0.267035378072715	0.836274766532677	FALSE	11772	8409	12392
PITHD1	0	0	0	0	1	0	2	0	0.124736666666667	1	-1	0.17321375630003	0.0153102656822754	0	-0.251954672686388	0.87254365624782	FALSE	12123	8166	12393
SH3RF2	0	0	0	1	0	0	0	2	0.1120335	1	-1	0.737078762723589	0.0380806936777784	0	0.0478583019159291	0.952697035054748	FALSE	11089	8928	12394
NHLH2	0	0	0	1	0	0	1	1	0.1247355	0.5	-0.5	0.803587310999111	0.0153102656822754	0	NA	NA	FALSE	12123	8167	12395
PPP2R5C	0	0	0	0	1	0	1	1	0.0833566666666667	0.666666666666667	0.666666666666667	0.557861448759759	0.0519923623519885	0	-0.140739287681546	0.886004886376698	FALSE	9076	10910	12396
MAP3K15	0	0	0	2	0	0	0	1	0.1247	1	-1	0.460840992192904	0.0153102656822754	0	NA	NA	FALSE	12123	8168	12397
KLRF1	0	0	0	1	0	0	1	1	0.10333	0.5	-0.5	0.934578515663603	0.0434591059160771	0	NA	NA	FALSE	10452	9477	12398
MORC2	0	0	0	0	0	1	1	1	0.12464	0.666666666666667	-0.666666666666667	0.116192311493231	0.0153102656822754	0	-0.177529767723824	0.883637347983232	FALSE	12123	8172	12399
GPX5	0	0	0	1	0	0	2	0	0.064025	1	1	0.327082715683368	0.0602919952950654	0.333333333333333	NA	NA	FALSE	7899	12542	12400
RCOR3	0	0	0	0	0	1	2	0	0.124639	1	1	0.214176302006127	0.0153102656822754	0	-0.291549063518615	0.878783418058682	FALSE	12123	8173	12401
GOLGA6L10	0	NA	0	3	0	0	0	0	NA	NA	NA	NA	0.0871734108073238	0	NA	NA	FALSE	5488	18058	12402
ZMAT2	0	0	0	0	1	0	1	1	0.11474	0.666666666666667	0.666666666666667	0.104580492143492	0.0361640713571474	0	-0.0231245815022425	0.976771392020717	FALSE	11325	8752	12403
NPFF	0	0	0	1	0	0	0	2	0.124535	1	-1	0.559936752643542	0.0153102656822754	0	-0.346572056594224	0.842340914198894	FALSE	12123	8176	12404
PNLDC1	0	0	0	1	0	0	1	1	0.027475	0.5	-0.5	0.509017689495009	0.0799400069192048	0	0.0853184385043371	0.934718048786245	FALSE	6138	16150	12405
FBXO40	0	0	0	2	0	0	1	0	0.1245	1	1	0.545014329479198	0.0153102656822754	0	NA	NA	FALSE	12123	8180	12406
MRTO4	0	0	0	0	1	0	0	2	0.10285	1	1	0.436851467536318	0.0437055054753854	0	-0.267210510905334	0.833322348191713	FALSE	10421	9517	12407
HFM1	0	0	0	1	0	0	1	1	0.116933	0.5	-0.5	0.380274730704615	0.0345547325905421	0	0.0388667573102663	0.927849685924276	FALSE	11510	8618	12408
C1orf112	0	0	0	0	0	1	2	0	0.0859366666666667	1	1	0.629138254768258	0.0508630422747191	0	-0.0362566361055316	0.965843698689679	FALSE	9259	10714	12409
PUM2	0	0	0	0	1	0	2	0	0.108656666666667	1	-1	0.226183417333729	0.0400729164936336	0	-0.0705295492188223	0.945334305872676	FALSE	10859	9138	12410
ATP6V0D2	0	0	0	1	0	0	1	1	0.04125	0.5	-0.5	0.908365451131535	0.0723478328985026	0.333333333333333	NA	NA	FALSE	6748	14710	12411
BCO1	0	0	0	1	0	0	1	1	0.03868	0.5	-0.5	0.721933985571697	0.0738017870503428	0	0.0798027740683278	0.921786655765208	FALSE	6628	14977	12412
ZBTB6	0	0	0	0	1	0	2	0	0.124363333333333	1	-1	0.195547979049313	0.0153102656822754	0	-0.152042978380611	0.872537381063492	FALSE	12123	8189	12413
ARSH	0	0	0	1	0	0	1	1	0.02448	0.5	-0.5	0.172250222353988	0.0810986980448825	0.333333333333333	NA	NA	FALSE	6026	16477	12414
KRBOX5	0	NA	0	3	0	0	0	0	NA	NA	NA	NA	0.0870273146026222	0.333333333333333	0.291856370386612	0.828193549212818	FALSE	5499	18058	12415
CGB5	0	0	0	2	0	0	1	0	0.001098	1	1	NA	0.0870087889805415	0	NA	NA	FALSE	5501	18052	12416
PALMD	0	0	0	1	0	0	1	1	0.09245	0.5	-0.5	0.924029054254373	0.0481376769774912	0	-0.133304326043675	0.887391653412496	FALSE	9683	10256	12417
RNF182	0	0	0	1	0	0	2	0	0.04653	1	1	0.921904338373357	0.0695876936600558	0.333333333333333	NA	NA	FALSE	6985	14219	12418
FFAR4	0	0	0	1	0	0	1	1	0.022575	0.5	-0.5	0.611596995750568	0.0817174972391003	0	0.0905866179825128	0.927355907132559	FALSE	5963	16656	12419
KRTAP13-1	0	0	0	1	0	0	0	2	0.124335	1	-1	0.0259660045459037	0.0153102656822754	0	NA	NA	FALSE	12123	8193	12420
UQCR10	0	0	0	0	1	0	1	1	0.0510266666666667	0.666666666666667	0.666666666666667	0.384820634450044	0.0672123143629044	0.333333333333333	-0.193226382450249	0.881080538566794	FALSE	7214	13772	12421
